ID,3大都市圏か否か,世帯人員,就業人員,住居の所有関係,就業・非就業の別,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入（円）,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
A3625,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"8,917,480","387,436","115,855",940,"18,213","3,020","3,853","16,556","12,171","1,146","20,709","194,970"
A3626,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"9,494,417","434,491","84,448","1,921","44,489","9,004","11,989","7,158","3,852","1,290","3,712","266,622"
A3627,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"9,149,550","331,389","82,385",141,"18,701","14,646","5,265","37,345","109,322",734,"35,303","27,543"
A3628,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"9,004,562","377,704","92,681","1,004","29,953","1,860","6,273","9,494","95,289","40,420","12,264","88,463"
A3629,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"8,517,808","499,691","102,197","7,179","23,201","8,657","5,766","5,457","22,755","6,213","21,206","297,055"
A3630,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"9,597,546","251,593","50,036",872,"12,441","8,629","6,132","6,405","38,093","4,906","82,442","41,633"
A3631,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"8,800,522","294,617","118,982",757,"25,390","9,816","6,834","20,279","38,809","4,884","7,485","61,376"
A3632,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"9,163,094","495,744","90,090","16,181","29,401","10,109","32,005","7,937","13,486","19,524","21,401","255,606"
A3633,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"8,697,105","184,625","81,847","2,497","30,809","10,837","4,461","6,316","9,275","10,579","14,477","13,523"
A3634,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,549.8749289,"8,728,827","167,047","53,587","1,304","16,776","2,423","7,217","5,235","26,970","19,367","15,088","19,075"
A3635,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,110,544","312,297","100,407",505,"24,810","13,970","1,101","7,683","4,756","4,861","3,262","150,938"
A3636,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,437,149","214,907","56,671","7,955","13,762",345,"8,981","14,732","38,625","1,577","36,034","36,220"
A3637,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,395,235","180,072","72,319","1,387","14,912","2,928","6,987","1,511","30,198",478,"4,367","44,980"
A3638,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,933,886","274,237","95,578","58,314","26,822","3,163","8,147","8,200","21,888","8,798","33,121","10,201"
A3639,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,655,836","163,273","35,473","5,832","12,356","8,479","17,574","18,572","16,580",229,"12,584","35,587"
A3640,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,759,436","268,824","104,254","2,186","25,602","1,984","7,394","9,154","19,092",925,"47,923","50,305"
A3641,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,029,343","216,831","122,693",395,"30,391","4,940","5,771","4,785","21,754",200,"8,637","17,263"
A3642,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,823,212","262,297","76,802","2,360","20,840","8,343","2,768","19,743","34,675",142,"2,639","93,983"
A3643,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,317,977","150,093","31,626","11,809","14,403","7,211",858,"1,719","38,004",195,"40,720","3,545"
A3644,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,569,619","381,887","106,983",515,"24,973","4,527","19,084","7,463","98,023",226,"9,457","110,632"
A3645,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"6,827,884","386,407","115,562","15,992","33,959","3,144","5,210","14,135","61,224",551,"8,201","128,425"
A3646,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,700,694","349,916","87,500","19,338","34,434","11,421","22,305","1,800","31,658",402,"8,140","132,913"
A3647,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,624,739","303,153","57,203",141,"12,679","1,582","3,694","23,195","116,707",154,"41,612","46,182"
A3648,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,971,479","345,579","157,330","2,160","32,328","2,796","2,207","6,299","9,674","2,122","86,545","44,112"
A3649,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,493,181","280,411","72,952","19,422","19,224","4,573","6,545","40,287","17,244",203,"33,931","66,025"
A3650,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,454,436","298,049","148,375","3,178","34,979","4,178","34,869","7,765","24,300",660,"4,977","34,763"
A3651,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,755,424","195,755","83,099","3,819","18,120","1,838",487,"5,578","15,413","2,532","38,056","26,808"
A3652,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,063,574","336,230","130,540","1,097","34,044","1,567","9,741","29,736","21,207","1,247","27,639","79,406"
A3653,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,712,840","576,167","116,455","5,766","27,554","22,906","11,206","14,999","18,681","6,023","14,312","338,261"
A3654,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,790,116","456,116","111,997",647,"18,694","7,516","88,445","6,089","53,364",264,"63,681","105,414"
A3655,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,277,216","578,104","86,093","38,671","20,406","5,530","4,196","3,576","242,060",939,"129,861","46,768"
A3656,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,464,386","354,805","97,534","56,667","29,791","2,306","1,961","4,371","10,321",122,"68,606","83,122"
A3657,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,679,243","261,945","59,453","2,625","15,520","1,387","1,455","3,170","58,294",110,"23,666","96,262"
A3658,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,032,278","341,271","93,612","10,786","37,548","9,814","10,871","8,209","107,499",571,"31,297","31,061"
A3659,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,350,316","315,125","85,509","4,471","13,505","3,748","5,068","5,588","28,197","1,247","150,569","17,218"
A3660,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,358,437","319,424","90,068",202,"20,786","10,912","39,060","11,849","113,164","4,447","14,739","14,193"
A3661,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,006,382","267,886","136,849","8,967","33,080","1,075","13,500","25,266","5,940",260,"14,762","28,182"
A3662,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,310,733","324,535","65,130",832,"36,135","9,896","98,448","4,861","22,527",53,"7,598","79,051"
A3663,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"6,736,776","677,665","120,909",161,"35,884","3,990","16,366","7,364","299,758","7,721","41,944","143,565"
A3664,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,313,001","378,274","97,952","20,058","20,067","9,266","7,003","26,000","15,391","1,964","117,955","62,615"
A3665,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,252,250","214,672","77,315","8,073","19,821","45,940","2,479","2,133","18,781","2,808","7,171","30,147"
A3666,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,450,702","252,115","62,531",889,"41,335","33,618","3,942","2,408","28,053",748,"34,073","44,513"
A3667,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,187,317","196,837","85,163","3,940","26,124","9,742","1,112","6,173","16,255","14,497","16,541","17,285"
A3668,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,137,768","183,074","66,054","2,515","22,845","6,002","15,616","5,989","8,600","2,343","34,369","18,736"
A3669,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"6,871,550","408,345","86,360","132,528","47,803","12,650","13,054","6,060","23,963",412,"47,102","38,410"
A3670,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,307,697","229,084","106,847",84,"24,217","10,028","1,139","5,285","6,687",142,"17,838","56,812"
A3671,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,481,249","524,421","127,202",400,"9,247","16,553","8,624","15,762","144,923","2,530","24,514","174,660"
A3672,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,179,021","235,353","77,710",204,"26,817","7,933","11,882","5,231","2,339",999,"54,167","48,067"
A3673,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,392,633","386,723","68,972",155,"24,962","3,579","7,310","4,726","73,255",260,"8,912","194,587"
A3674,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,432,050","236,012","110,950","4,304","18,983","8,278","10,470","4,148","10,392",110,"4,087","64,287"
A3675,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,246,270","418,287","104,642",186,"39,555","11,218","2,110","8,129","72,778",283,"28,255","151,127"
A3676,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,117,815","230,036","96,156","11,148","11,537","1,061","13,318","17,163","9,212",62,"25,515","44,859"
A3677,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,503,679","292,156","80,098","7,201","22,216","18,446","13,320",647,"104,433",245,"37,217","8,328"
A3678,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,634,088","360,188","102,487",127,"40,518","3,180","49,687","8,463","23,143",17,"50,613","81,948"
A3679,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,574,202","475,611","86,719","116,092","30,130","1,425","3,286","8,081","191,507",236,"5,203","32,928"
A3680,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,198,677","333,680","105,926","29,024","16,469",548,"14,190","1,529","125,999",339,"22,426","17,225"
A3681,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"6,962,041","306,076","86,420","3,140","30,045","13,617","6,339","71,678","50,990",596,"25,156","18,090"
A3682,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,839,519","194,621","77,580","2,895","18,031","12,116","15,893","44,840","6,911",986,"7,126","8,239"
A3683,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,897,130","350,306","139,331",65,"33,155","6,391","1,765","9,719","5,870","22,300","21,262","110,444"
A3684,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,220,816","392,244","94,611","9,454","29,440","16,909","3,100","2,656","33,266",116,"187,887","14,799"
A3685,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,607,763","278,768","79,071","2,082","11,929","5,783","11,819","15,848","47,357","1,071","8,370","95,432"
A3686,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,874,803","411,939","124,512","2,995","21,269","2,094","10,850","22,769","7,923","1,651","84,822","133,049"
A3687,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,510,783","214,872","31,357","9,418","11,562","8,202","1,791","16,099","81,878",19,"6,016","48,526"
A3688,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,944,691","263,066","113,774","14,703","19,366","3,161","8,132","20,506","7,800","1,094","34,005","40,522"
A3689,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,831,544","347,277","79,275",400,"31,926","19,091","45,250","15,847","118,366",215,"30,754","6,148"
A3690,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,751,655","484,912","111,965","22,207","32,035","8,591","1,281","2,841","11,865",173,"25,997","267,952"
A3691,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,655,529","263,451","101,245","2,165","19,169","21,424","18,395","2,408","5,545",224,"23,427","69,443"
A3692,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,579,693","257,885","61,726","10,680","16,164","5,423","11,336","11,106","57,339","1,199","18,745","64,163"
A3693,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,445,958","288,681","104,898","11,711","23,941","19,178","12,067","18,913","37,261",296,"46,695","13,717"
A3694,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,664,391","693,598","57,737",525,"14,196","24,930","26,092","13,687","32,100","6,208","19,529","498,589"
A3695,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,436,871","619,616","73,737","33,556","28,508","17,390","1,387","2,430","15,937",34,"14,532","432,102"
A3696,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,628,458","301,512","109,680",643,"26,923","22,655","18,374",592,"84,626","3,768","15,193","19,054"
A3697,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,974,516","235,000","38,999","8,322","13,554","2,855","32,917","15,339","52,729","2,180","8,043","60,057"
A3698,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,334,721","302,338","46,852",297,"14,706","10,347","34,378","43,560","7,187","2,801","8,072","134,132"
A3699,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,495,967","304,463","56,406",384,"12,060","12,897","8,424","52,135","77,170",121,"20,202","64,660"
A3700,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,550,957","171,039","80,390","5,533","22,643","2,352","14,226","8,774","3,026",389,"12,280","21,422"
A3701,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,317,845","318,315","37,816","13,312","12,549","77,170","1,555","9,089","2,825",458,"24,679","138,858"
A3702,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,748,207","285,909","81,414","3,043","33,801","13,707","21,241","3,790","12,602",354,"17,414","98,538"
A3703,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,014,225","470,855","97,710","9,100","19,141","11,570","59,230","45,487","21,772",229,"11,593","195,019"
A3704,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,834,501","475,684","78,777","140,990","21,700","20,986","74,750","8,536","7,851",370,"15,741","105,979"
A3705,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,531,909","294,013","100,487","6,157","35,620","13,640","24,030","28,089","25,188",36,"16,779","43,983"
A3706,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,703,061","669,408","85,416","4,575","22,636","6,733","13,255","6,744","241,951","4,400","11,128","272,567"
A3707,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,432,599","277,491","49,823","4,043","14,195","3,200","15,542","49,272","78,887","1,610","20,957","39,956"
A3708,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,820,124","229,963","150,005","2,340","21,588","12,591","6,089","4,430","4,961",289,"6,313","21,354"
A3709,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,127,465","515,627","108,785","22,390","23,600","19,148","4,256",982,"87,662",463,"8,829","239,507"
A3710,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,127,147","441,940","81,744","8,378","32,695","29,069",812,"1,297","213,894","1,714","49,664","22,670"
A3711,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,109,416","227,813","123,537","4,561","23,510","2,868","12,745","20,210","9,240","12,214","10,507","8,417"
A3712,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,035,336","112,285","37,181",93,"10,938","3,720","5,734","11,165","24,094",726,"5,261","13,368"
A3713,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,841,901","223,139","64,027","1,026","15,944","11,121","2,154","4,774","11,428",6,"55,238","57,417"
A3714,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,967,599","182,896","40,411","3,480","15,914","49,082","4,275","8,389","31,508","1,114","5,969","22,749"
A3715,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"9,081,545","312,859","121,422",807,"16,537","4,556","41,275","21,436","4,344","8,338","14,860","79,281"
A3716,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,226,635","433,780","81,902","1,018","45,045","1,838","4,770","3,134","237,421",160,"9,057","49,433"
A3717,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,184,439","174,400","52,399",636,"13,371",534,"8,250","7,283","8,804","1,511","59,739","21,869"
A3718,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,727,921","349,520","80,542","23,206","22,247","8,271","37,515","20,718","43,915",114,"73,873","39,114"
A3719,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,777,746","832,961","67,938",305,"27,082","12,299","2,511","10,248","15,258","9,006","44,415","643,895"
A3720,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,133,130","349,192","71,283","2,846","29,443","16,160","2,655","3,133","41,716",42,"69,642","112,267"
A3721,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,450,111","240,790","107,048","7,897","33,509","4,644","3,596","2,432","7,600",270,"46,438","27,351"
A3722,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,395,598","360,821","202,932","8,053","57,764","13,827","5,215",971,"30,907",129,"28,370","12,648"
A3723,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,025,260","190,562","56,719","6,967","14,142","5,627","4,288","10,523","36,983",281,"12,991","42,036"
A3724,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,589,114","347,563","83,375","1,283","22,667","36,419","4,771","4,346","38,495","12,332","58,492","85,378"
A3725,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,236,389","398,002","93,043","3,582","30,453","3,854","17,554","16,815","144,943",123,"7,908","79,720"
A3726,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,301,501","294,917","96,162","9,759","29,139","1,169","5,409","12,187","37,053","18,236","35,627","50,172"
A3727,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,596,433","243,072","46,950",860,"10,539","4,320","5,784","3,676","17,841","4,584","34,961","113,554"
A3728,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,468,650","638,557","89,857",246,"29,014","17,781","22,113",562,"337,276",46,"21,943","119,715"
A3729,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,725,938","210,265","36,535","16,037","12,253","6,677","4,083","12,918","62,918",423,"31,848","26,568"
A3730,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,806,033","224,244","47,368","4,517","8,788","8,072","5,991","7,902","4,636","1,401","27,060","108,503"
A3731,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,572,825","286,925","52,499","1,059","12,452","5,456","21,399","1,119","76,708",205,"3,297","112,727"
A3732,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,424,292","364,054","78,528","17,856","16,528","20,467","1,497","4,301","178,481","1,222","4,747","40,423"
A3733,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,151,079","211,579","65,617","13,367","19,512","2,678","12,710","4,815","32,447",367,"17,898","42,165"
A3734,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,656,983","287,301","99,733",396,"22,307","6,633","98,449","2,869","19,033",18,"23,368","14,491"
A3735,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,860,004","368,975","68,635",920,"19,847","7,574","3,281","12,718","33,600","2,924","29,910","189,561"
A3736,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,338,406","499,854","69,872","2,165","31,985","5,082","52,695","7,500","275,303",93,"37,933","17,220"
A3737,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,696,240","188,742","93,431","7,839","24,963","3,039","4,507","3,380","5,324","1,485","8,968","35,801"
A3738,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,808,557","325,009","127,659",762,"24,804","9,495","16,668","6,282","11,743","7,118","13,712","106,760"
A3739,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,173,114","233,520","97,670","4,184","30,710","1,075","4,990","6,844","10,567",567,"29,772","47,135"
A3740,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,318,069","341,707","115,727","3,309","23,583","23,767","5,328","30,985","11,005","3,956","61,615","62,427"
A3741,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,684,558","346,055","39,550","2,691","14,921","2,738","3,015","86,335","87,916",801,"15,828","92,256"
A3742,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"8,017,435","286,803","126,922","2,835","32,501","19,182","8,666","30,205","16,972","2,720","21,658","25,136"
A3743,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,410,618","311,811","86,675","3,498","23,371","17,557","1,558","83,232","4,980","1,210","38,666","51,060"
A3744,0_3大都市圏以外,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,560.2070447,"7,070,906","225,468","78,886","1,185","22,340","1,729","4,767","1,953","25,860",545,"9,549","78,649"
