ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低,割付（A/B）,購入意向
D229,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,4336056,169389,41336,16202,12609,10206,14579,1279,9170,0,12551,51453,14.6,高視聴率層,A,4
D230,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,4163336,170205,55030,41386,13709,1382,6974,717,17377,0,7635,25992,8.3,中・低視聴率層,A,3
D231,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,4354701,232916,53990,23924,18818,5431,7186,3910,86831,0,7787,25034,11.7,中・低視聴率層,A,2
D232,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,588.8536585,4093361,147666,48895,16962,10222,17130,6909,18266,10024,0,2123,17132,14.6,高視聴率層,B,1
D233,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,588.8536585,3812949,172328,34788,15120,15419,5006,1854,4456,7735,0,10267,77679,19.1,高視聴率層,A,1
D234,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,588.8536585,3914444,125312,38166,26302,10609,5343,2936,17353,6442,0,4830,13326,18.5,高視聴率層,A,3
D235,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,532.9166667,5063651,125585,26620,2049,5783,10639,8517,2939,27389,0,14048,27596,15,高視聴率層,A,1
D236,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,532.9166667,4579787,124714,35684,522,11197,9593,5849,5625,30129,0,12938,13174,10.5,中・低視聴率層,A,3
D237,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,532.9166667,4594572,185069,33167,4934,24440,12157,14058,4453,34658,0,24831,32368,15.5,高視聴率層,B,5
D238,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,560.5294118,5997253,251150,55396,197,12428,1105,23308,1190,71849,0,19155,66518,14.3,高視聴率層,A,1
D239,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,560.5294118,6007618,209946,46780,1050,13094,31363,23655,12086,17507,0,32533,31874,8.5,中・低視聴率層,B,2
D240,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,560.5294118,6083741,166447,46075,1050,7791,7967,8551,1005,36314,0,6773,50918,19,高視聴率層,A,2
D241,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,560.5294118,6312958,181197,56393,94,12236,666,5381,4514,55760,0,9362,36787,17.9,高視聴率層,B,3
D242,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6376762,165303,35509,150,9091,3114,14656,16142,31309,0,6912,48415,2,中・低視聴率層,A,5
D243,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6778068,178728,45827,6318,10667,2028,8743,25563,11154,0,39484,28940,17.5,高視聴率層,B,3
D244,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6450628,123028,32914,156,5459,2206,8854,10904,2358,0,30668,29504,14,高視聴率層,B,3
D245,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6352611,230156,53079,496,13532,5509,48373,1279,22028,0,11683,74173,15.1,高視聴率層,B,4
D246,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6415666,119039,43275,361,14980,3957,3319,2373,930,0,6740,43100,18.8,高視聴率層,A,2
D247,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6877753,231272,62498,4822,15997,15803,34010,2786,13809,0,12958,68586,6.4,中・低視聴率層,B,1
D248,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6638251,208859,56854,50,17485,15417,1910,2296,8106,0,48727,58010,14,高視聴率層,B,4
D249,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,588.6101695,6992418,197221,42610,19,8051,14300,24599,6745,8187,0,33765,58942,15.3,高視聴率層,B,5
D250,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,545.75,6422392,181536,53273,18362,13917,5886,6568,4282,30258,0,22450,26535,14.1,高視聴率層,B,2
D251,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,545.75,6716999,210228,30050,9416,14374,3548,13957,6551,17815,0,93428,21086,3.9,中・低視聴率層,B,4
D252,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,545.75,6750044,250632,60217,2083,17275,1420,32833,2301,110361,0,8218,15919,15,高視聴率層,B,4
D253,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,7857221,347134,43667,983,14978,4422,8614,24600,15723,0,33367,200775,18.8,高視聴率層,B,4
D254,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,7362536,299598,33107,4871,6407,7209,8679,2050,26527,0,36423,174320,8.5,中・低視聴率層,B,4
D255,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,8067651,234823,51596,5253,13837,19979,19342,1777,15524,0,49383,58128,16.9,高視聴率層,B,3
D256,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,8091176,368871,64335,3075,14219,1756,3287,26016,91160,0,12195,152825,8.9,中・低視聴率層,A,2
D257,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,8067259,359188,53525,1068,13399,24215,2685,25923,65779,0,39122,133468,15,高視聴率層,B,5
D258,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,7234409,207305,61227,906,14247,6935,17171,4880,60992,0,14919,26024,17.9,高視聴率層,A,1
D259,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,8157858,401505,34885,6227,15408,30898,7937,4638,92748,0,15816,192945,6.3,中・低視聴率層,A,4
D260,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,545.9130435,7937914,378269,100888,2949,28851,12728,7871,1848,8736,0,22134,192261,5.1,中・低視聴率層,B,3
D261,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7532167,259964,83343,37679,11930,9645,8259,300,47411,0,31087,30306,15.6,高視聴率層,B,3
D262,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7437133,293505,81185,3938,21397,4294,17823,8643,91710,0,33328,31184,17.3,高視聴率層,B,4
D263,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7312742,519872,69714,698,15512,13512,11418,8755,22271,0,36148,341841,15.3,高視聴率層,A,4
D264,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8011439,225824,76976,9420,22194,15997,13630,9259,14608,0,39723,24014,11.6,中・低視聴率層,B,4
D265,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7815514,240345,44352,321,11878,4475,7263,3247,16352,0,23991,128461,16.1,高視聴率層,A,2
D266,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7663356,400280,52700,40768,16584,16293,6253,10027,55574,0,56453,145626,15.9,高視聴率層,A,1
D267,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8277861,308380,64948,15921,12357,31209,24772,1437,61267,0,42028,54436,11.1,中・低視聴率層,B,3
D268,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7538606,305420,30298,14,10674,2090,15100,11111,74403,0,44639,117086,11.9,中・低視聴率層,B,2
D269,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7336576,399220,98551,419,22872,112351,27974,24974,16823,0,46246,49006,17.7,高視聴率層,B,3
D270,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8319492,294355,86473,289,25043,3504,11086,774,53530,0,70017,43635,16.4,高視聴率層,A,1
D271,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8011752,293753,61525,219,19508,3741,32016,1586,46497,0,30833,97824,11.8,中・低視聴率層,A,3
D272,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7321803,254678,83449,2049,20048,2540,4434,2238,15154,0,4699,120062,14.6,高視聴率層,B,3
D273,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7448141,208699,61914,730,16152,15260,4548,10699,19445,0,35067,44881,14.2,高視聴率層,B,4
D274,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8200083,360144,87793,27274,15591,1052,8580,1197,37146,0,36727,144780,17.9,高視聴率層,A,4
D275,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8032271,449700,59065,121,17566,5630,2767,822,19207,0,74353,270165,17.5,高視聴率層,A,2
D276,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7295535,331158,65926,5979,22937,24679,5310,21085,76148,0,65881,43210,15.5,高視聴率層,A,1
D277,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7883614,858692,49484,102431,9142,8043,21883,1159,5899,0,12963,647685,12.1,中・低視聴率層,B,3
D278,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7893876,301271,29402,318,9528,6843,6042,101,128861,0,18108,102065,9,中・低視聴率層,B,5
D279,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7921352,281973,97833,12504,17723,629,6796,961,14648,0,45412,85463,15.2,高視聴率層,B,5
D280,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7353694,376791,67485,6433,20692,6950,4425,2088,109046,0,55762,103906,17.1,高視聴率層,B,3
D281,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8083322,271741,83321,14593,7796,8926,5011,14835,25004,0,11883,100368,17.7,高視聴率層,A,2
D282,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7556618,251111,52948,1071,12109,11191,29642,14429,25573,0,21564,82581,13.6,中・低視聴率層,B,1
D283,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8109784,500496,44806,863,12629,3141,16672,7605,16578,0,10666,387532,7,中・低視聴率層,A,3
D284,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7436562,283904,78260,2399,19570,11041,41529,14972,22101,0,14189,79838,19.4,高視聴率層,A,3
D285,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,8227932,511744,72584,7142,21290,2563,6942,432,5307,0,50662,344818,15.1,高視聴率層,B,5
D286,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,543.5746032,7907218,338681,84973,428,22977,11613,6857,526,94164,0,17127,100013,13,中・低視聴率層,A,5
D287,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6381492,151585,43921,769,15795,6258,15799,31643,6367,0,13663,17366,16.3,高視聴率層,B,3
D288,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7196842,322189,43780,3556,11283,2397,2369,6531,19951,0,25451,206866,8.7,中・低視聴率層,A,3
D289,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7588400,387701,46223,22936,11946,5451,164815,735,40379,0,14728,80485,14.7,高視聴率層,B,2
D290,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7441312,366633,61170,713,12739,6732,28724,5072,5531,0,37038,208910,14.5,高視聴率層,A,3
D291,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6486898,328550,29401,13649,7974,5078,12812,16893,876,0,15109,226754,14,高視聴率層,A,3
D292,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6976991,166850,66700,1883,17164,4157,5310,16103,6233,0,5988,43308,6.7,中・低視聴率層,A,5
D293,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6939682,197227,52118,3200,16132,50648,2858,2389,8654,0,18291,42933,15.1,高視聴率層,B,3
D294,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7105507,209563,87645,2163,11195,26276,14432,9905,3538,0,5371,49032,16.6,高視聴率層,A,5
D295,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7018318,239542,35437,885,12560,1586,7620,9138,955,0,12217,159139,9.7,中・低視聴率層,B,1
D296,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7529261,226755,83436,560,19267,9215,14055,5818,12166,0,28140,54094,16.2,高視聴率層,A,4
D297,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7402232,507420,78044,25840,20623,2617,7674,5836,7104,0,14964,344715,18.1,高視聴率層,A,1
D298,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7443153,287267,31069,8167,14195,3953,4174,11332,53487,0,70712,90176,8.8,中・低視聴率層,B,5
D299,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7302586,366351,95073,51536,22683,2893,14181,9629,17957,0,82886,69509,14.4,高視聴率層,B,5
D300,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6916431,189445,81223,1292,12016,9812,18886,5203,22009,0,11871,27130,16,高視聴率層,B,3
D301,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7827763,156334,39649,14985,12903,8544,11960,2205,15891,0,22674,27518,16.1,高視聴率層,A,1
D302,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7207111,275096,60859,1976,15197,1288,14495,5651,150597,0,9010,16018,6.4,中・低視聴率層,A,4
D303,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7063187,302038,60072,2609,15342,7264,3574,3593,54867,0,38656,116057,16.7,高視聴率層,B,2
D304,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7131288,255245,80612,157,13536,3919,27959,3625,33409,0,5481,86543,16.7,高視聴率層,A,3
D305,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6911107,147141,37862,998,14572,5607,11121,3950,20671,0,6443,45913,14.1,高視聴率層,A,3
D306,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7408700,246633,48533,193,10779,1303,7692,1375,71611,0,7132,98010,14.9,高視聴率層,A,2
D307,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7475578,321617,66185,1156,12062,8052,14962,7623,8609,0,51321,151643,14.4,高視聴率層,B,5
D308,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7223597,299492,60901,535,16808,5368,2336,2368,91647,0,24441,95082,11.1,中・低視聴率層,A,4
D309,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7644070,430591,63750,1153,12940,11703,17809,7126,15203,0,111337,189567,14.9,高視聴率層,A,1
D310,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6547824,271301,87538,90020,20788,3107,6024,1983,16494,0,17071,28272,13.1,中・低視聴率層,B,3
D311,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7221914,231929,41920,5219,16028,6287,1852,70321,7855,0,16491,65953,11.6,中・低視聴率層,B,2
D312,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7191441,213208,54277,7028,12899,5318,24699,1015,36054,0,10068,61847,14.4,高視聴率層,B,5
D313,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,8089945,152455,59658,2351,14140,6278,4426,2929,5650,0,25253,31766,10,中・低視聴率層,B,3
D314,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6958690,195661,35736,295,12269,9930,12334,8583,17685,0,9763,89063,5.1,中・低視聴率層,A,2
D315,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7209456,250469,73438,2655,10311,4820,943,2172,10518,0,2201,143407,18.1,高視聴率層,A,4
D316,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7345033,213512,86080,592,19135,4488,4617,30960,13519,0,15437,38681,0.6,中・低視聴率層,A,2
D317,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7054548,272541,60171,603,17923,5317,1142,9172,20826,0,67932,89449,8.8,中・低視聴率層,A,5
D318,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7863673,226254,90673,610,17796,2973,16009,1653,39130,0,38187,19218,15,高視聴率層,B,2
D319,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7111739,388818,64722,304,15571,2509,34363,7133,141085,0,55788,67339,14.6,高視聴率層,A,3
D320,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6864248,296295,94175,1215,27538,27288,1404,28056,61131,0,4685,50797,5.4,中・低視聴率層,A,3
D321,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7227274,198151,88827,928,31905,5291,3519,16682,9792,0,8025,33177,14.5,高視聴率層,B,5
D322,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7907043,410977,114941,808,24056,14424,2973,579,7203,0,8260,237729,15.4,高視聴率層,B,5
D323,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,7193769,193516,96008,2005,13834,16048,11968,22230,6244,0,8573,16602,15.4,高視聴率層,A,5
D324,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,544.4785479,6988202,432345,55474,3828,14583,16745,10717,1145,87759,0,37346,204743,8.1,中・低視聴率層,B,5
D325,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5811442,256204,104912,3699,36925,6220,2603,9319,11788,0,10865,69868,15.7,高視聴率層,A,3
D326,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5891840,197928,43449,1818,9707,6483,9817,75356,20157,0,5679,25457,7.7,中・低視聴率層,A,3
D327,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6134226,361752,48772,204153,16508,4677,8883,33169,2423,0,28697,14466,19,高視聴率層,A,5
D328,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5777010,168672,53839,1068,13463,3699,2130,50519,2450,0,9663,31838,8.7,中・低視聴率層,A,3
D329,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6388724,291738,54973,10841,12136,9601,35565,9021,5273,0,22282,132043,8.2,中・低視聴率層,A,4
D330,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6154585,431683,87727,114418,28110,11463,2788,1865,39052,0,117552,28702,15.7,高視聴率層,B,4
D331,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5824078,607926,46646,1226,13078,2868,4437,7161,337659,0,14132,180715,8.2,中・低視聴率層,B,1
D332,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6059326,347715,65418,4510,43393,2685,12262,12607,24565,0,89604,92666,15.4,高視聴率層,B,4
D333,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6424497,297838,57152,4591,16935,2639,34756,11150,40989,0,37821,91800,14.7,高視聴率層,A,5
D334,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5857613,316843,43619,43350,9677,2254,6560,10304,20365,0,25599,155112,15.4,高視聴率層,A,2
D335,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5721982,137078,57969,779,13251,15847,19697,9654,1584,0,13179,5114,14.3,高視聴率層,A,2
D336,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5475798,180069,61238,90,11174,7796,1607,899,7851,0,31848,57562,7,中・低視聴率層,A,3
D337,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5924135,256001,29929,7242,13691,1564,13322,54034,11187,0,34407,90621,13.4,中・低視聴率層,A,5
D338,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6500597,113299,26711,7482,13016,545,26706,10242,5391,0,6415,16788,15.6,高視聴率層,A,5
D339,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5895516,288275,53301,18817,19382,2636,6103,22093,9686,0,81195,75058,7.3,中・低視聴率層,B,1
D340,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5416796,175907,64753,8437,29511,5837,5691,1314,2555,0,34917,22887,16.2,高視聴率層,A,3
D341,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6189844,239961,39621,551,15158,1112,4488,4379,40113,0,21789,112746,14,高視聴率層,B,5
D342,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5611161,348787,24769,159691,13695,957,32848,7107,17959,0,35636,56122,15.8,高視聴率層,A,4
D343,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6093039,324613,76763,1011,26765,13880,11675,24805,8460,0,129265,31984,14,高視聴率層,B,3
