ID,従事産業,職業,企業規模,年齢階級(10歳階級）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
E1354,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8883000,375364,81627,2182,13048,652,3185,5116,28972,440,13254,226888
E1355,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8614000,1243149,307700,30346,17021,9965,7957,3069,3852,155222,33095,674922
E1356,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8954000,440242,40029,4789,14497,45088,36267,23815,72318,65378,50731,87330
E1357,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9477000,306398,35356,12187,37678,1008,13901,15178,47087,4494,61892,77617
E1358,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9367000,419948,88810,27151,18190,12831,21217,1327,73504,15668,86413,74837
E1359,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8712000,393204,67337,1310,21162,13085,33145,51154,51346,115284,25123,14258
E1360,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8552000,416995,137524,3199,45004,1995,5624,6820,83611,6150,57963,69105
E1361,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8929000,274410,93888,2786,25406,8587,2169,11358,10701,25077,37277,57161
E1362,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9345000,459964,115478,8076,20205,4192,17997,10256,13043,114237,104603,51877
E1363,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9064000,430623,80642,3596,18574,6052,16494,43070,15379,63432,96340,87044
E1364,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8923000,688680,94811,4054,26722,16398,4993,12242,33867,41799,82212,371582
E1365,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8737000,305817,95668,29401,15694,866,22477,4944,30589,15587,57130,33461
E1366,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8664000,222828,61195,13137,9520,12985,5071,47114,25819,3894,18685,25408
E1367,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9345000,506931,55010,3079,32497,12152,15490,9108,239685,11746,88611,39553
E1368,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8410000,376405,36275,18017,15866,20336,22423,2778,145036,28436,51671,35567
E1369,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8802000,323871,59731,25533,43605,2523,17234,10424,43126,40582,58285,22828
E1370,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8760000,466149,88152,1921,22719,13292,13946,148048,64326,25293,63718,24734
E1371,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8982000,523391,102113,1517,21295,10967,15656,1485,65423,54913,65999,184023
E1372,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8718000,310941,119733,1060,17999,5198,11463,4249,36243,9116,63706,42174
E1373,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9290000,380814,112428,847,18187,14780,24155,11119,8875,63496,53588,73339
E1374,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8963000,297941,65365,56777,9923,5159,10177,47084,23428,10792,57410,11826
E1375,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9172000,391958,94233,16331,31017,3817,8406,34077,19207,14923,61016,108931
E1376,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9037000,542272,45548,59532,14948,10307,6752,6109,12461,107153,60033,219429
E1377,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8892000,355188,64321,38260,21134,11847,3264,1296,18564,17074,60132,119296
E1378,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9252000,411673,134976,15726,11794,9223,24864,20179,4787,17320,69777,103027
E1379,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8859000,452902,206004,5452,12646,3919,12743,3553,50373,29153,53971,75088
E1380,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8934000,276822,52462,35867,22374,3481,6766,4479,55307,12107,42719,41260
E1381,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8889000,341884,99282,13610,41728,1211,25346,12582,7498,29484,92056,19087
E1382,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8968000,675872,66375,16440,17470,5010,3072,917,38214,15823,45603,466948
E1383,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9037000,260154,61364,8448,14150,11381,8200,21092,15654,35562,60932,23371
E1384,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8336000,507772,54807,9179,19685,2661,3369,2565,218113,31740,84156,81497
E1385,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9490000,430240,59943,10214,23544,4712,7118,37129,207224,5240,66596,8520
E1386,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8670000,283770,70718,3909,22683,8413,24013,12329,5730,39172,57965,38838
E1387,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8956000,294175,52728,1794,30468,3272,34906,1284,51363,8716,33871,75773
E1388,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8575000,395372,123712,4419,14939,10380,27624,3587,48260,81306,59555,21590
E1389,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9006000,385761,71382,43287,18137,15269,3287,1325,95044,33103,75354,29573
E1390,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8915000,303041,100185,1159,48611,16956,6974,9058,8377,13400,75612,22709
E1391,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8426000,655576,73461,3363,27338,6340,46414,4456,342989,23320,42759,85136
E1392,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8995000,370611,111113,3845,31943,7345,10363,4578,21509,11818,35907,132190
E1393,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9014000,300049,74573,9750,19843,3959,16794,5056,43390,18229,57749,50706
E1394,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8962000,283392,57294,1233,15483,3558,3464,2412,98338,28561,51026,22023
E1395,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9178000,542392,101317,36385,15147,13891,13025,18126,231576,21548,57370,34007
E1396,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9346000,1280227,57068,1371,10618,6392,16983,5633,912761,9173,74035,186193
E1397,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8954000,344694,142806,18287,14740,3298,8430,4958,14586,3748,75392,58449
E1398,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8748000,273980,53455,5701,19280,1615,14935,3991,31373,11279,67774,64577
E1399,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8643000,296627,99844,1115,11145,4980,9133,8048,6668,60898,49388,45408
E1400,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8834000,241418,49099,923,14592,15816,12822,13300,6222,50231,68755,9658
E1401,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9018000,573065,88216,7294,12078,27803,5084,30698,4715,296111,61912,39154
E1402,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8840000,227603,43710,4839,23412,5397,2844,10307,28827,7363,50784,50120
E1403,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8812000,505975,189476,135148,12506,14908,3539,24704,26461,4891,77947,16395
E1404,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8328000,330407,61806,3955,11835,7155,60426,16694,16869,88744,22119,40804
E1405,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9118000,395314,37850,67103,23548,7457,21314,35105,50284,62733,71803,18117
E1406,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9043000,451519,78165,2857,21353,9196,5606,22316,140436,38010,56525,77055
E1407,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9261000,358412,48782,18159,13566,3043,12693,8439,16818,29884,37014,170014
E1408,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9028000,355217,65718,4339,21228,10144,16682,16434,47082,16959,78386,78245
E1409,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8763000,371489,66646,147623,21861,3598,4720,3516,5287,4563,71247,42428
E1410,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9299000,628957,47262,2828,21861,18373,26867,131901,19767,37100,81424,241574
E1411,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8962000,293101,59219,300,16284,5177,5647,29937,4220,71831,65916,34570
E1412,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9087000,286714,52123,10735,17119,712,33205,8421,2607,9932,72568,79292
E1413,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8763000,259814,54966,4198,14540,4884,6759,15237,7505,7321,59513,84891
E1414,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8682000,502546,80013,2610,32110,3644,16448,3055,6150,22758,64326,271432
E1415,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8377000,309986,49541,5454,11756,16613,29547,37584,42746,29288,58217,29240
E1416,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8916000,342513,91188,9235,25564,12888,6161,10777,19769,48251,65816,52864
E1417,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9500000,441970,85553,32191,17780,2867,9159,2610,10290,35145,83457,162918
E1418,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8897000,501605,44455,42367,17037,2701,7210,40720,53973,3906,50524,238712
E1419,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8737000,373707,120528,73391,17905,25184,13203,5686,7093,16314,66080,28323
E1420,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8905000,299746,76169,1283,14499,1838,12833,56237,7241,61112,23536,44998
E1421,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8484000,402563,50224,19300,17895,12831,12698,8242,129878,15816,55856,79823
E1422,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9652000,463956,71277,8037,25614,2295,3382,18032,147025,72748,96032,19514
E1423,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8842000,254917,55509,17890,19283,8852,15026,3690,34454,6976,69325,23912
E1424,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8713000,411435,33068,122831,10549,2530,4022,1558,1923,103651,54429,76874
E1425,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9181000,465664,109854,76686,16748,1731,36586,25611,43754,32789,108113,13792
E1426,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8501000,470777,160127,3600,27171,9566,7379,50977,68779,29749,85592,27837
E1427,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8966000,460201,98219,2271,7646,4103,27800,18672,58567,149093,44817,49013
E1428,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9390000,624961,99218,44709,18914,9581,69384,61562,117234,28120,78030,98209
E1429,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8688000,261356,92405,941,11190,3238,12476,11913,15024,45641,50586,17942
E1430,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9142000,290138,108639,2963,22085,8535,8364,1803,20143,29800,75333,12473
E1431,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8852000,351837,85481,1196,14157,8421,24659,980,20757,14248,85069,96869
E1432,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9094000,643793,123434,1993,24951,2111,13280,39060,324545,7686,75722,31011
E1433,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8121000,268736,78696,1859,12852,4242,16152,16885,31869,26176,34583,45422
E1434,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8792000,275971,54765,21849,15053,7571,18641,5032,18307,21778,61395,51580
E1435,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8898000,616517,86350,20896,17307,6106,49437,31674,299319,21385,27000,57043
E1436,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8774000,505605,56625,4999,61792,13960,8630,8056,220613,18210,90123,22597
E1437,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8552000,842248,113367,16662,21716,2042,31733,21482,19237,45104,45689,525216
E1438,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8600000,264510,56484,15463,22486,2993,9752,3084,19016,12181,58306,64745
E1439,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8859000,263711,57448,566,10944,17983,6466,33840,39956,9278,58733,28497
E1440,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8843000,385734,57559,4390,12901,2444,8270,11422,18555,15609,78218,176366
E1441,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8688000,250134,60828,4730,14195,7178,8641,5836,8624,25188,39050,75864
E1442,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8927000,373766,64448,2340,21438,9543,13456,44956,25714,18559,21052,152260
E1443,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8783000,226119,60502,9253,16416,5282,8460,9606,7997,11341,78133,19129
E1444,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8849000,328322,82719,2876,20411,6804,3556,50128,64559,3042,71345,22882
E1445,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8941000,748361,109273,68874,17931,1615,1772,6219,6086,146978,65835,323778
E1446,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8788000,384326,70361,14570,15834,35429,8878,3326,37552,105816,60182,32378
E1447,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8485000,364297,48425,1689,19874,3901,4286,36776,62178,14495,47355,125318
E1448,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9260000,291879,76371,9132,14453,9751,6821,862,25794,55536,72405,20754
E1449,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8670000,341025,57009,2594,16976,3295,7479,16320,156587,9271,32877,38617
E1450,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8813000,282262,60288,1080,13865,13608,4071,13934,94215,25206,28835,27160
E1451,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8945000,315091,103881,890,43094,4905,2702,1313,35434,21616,74831,26425
E1452,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9309000,310671,69990,654,18564,23448,4643,25488,3077,29785,54616,80406
E1453,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8724000,347666,91558,1772,19195,7252,7770,5997,5620,39738,70149,98615
E1454,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8963000,405928,99415,1397,23873,27376,21686,2867,24617,38744,108226,57727
E1455,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9006000,533985,72207,14272,18559,39058,7757,21663,26021,255288,73442,5718
E1456,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8523000,230860,63807,4342,39010,6509,23182,8949,10341,2014,50062,22644
E1457,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9143000,304754,56450,4328,20176,17224,10174,13575,20293,13218,70414,78902
E1458,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8911000,370007,44252,64263,25820,20355,3189,84788,39660,16720,56720,14240
E1459,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8932000,256527,77721,7334,19077,5230,10865,7137,35194,50234,33667,10068
E1460,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8299000,401616,130254,3608,20972,9096,5488,7043,72923,2340,59116,90776
E1461,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9515000,426500,55520,5402,15848,2823,1367,22149,62353,17599,86789,156650
E1462,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8563000,272306,65339,27434,24556,8884,5147,7788,19602,27408,37028,49120
E1463,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8596000,303617,75820,13050,16764,3803,12146,4826,11113,49753,59487,56855
E1464,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8893000,345295,64132,2340,27746,27060,17138,6815,37872,13975,49005,99212
E1465,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8719000,357557,232239,5227,14044,1189,3848,16381,4986,18331,47002,14310
E1466,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8905000,372704,189027,6097,20677,13799,6155,10500,18657,17599,47955,42238
E1467,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8759000,406556,255505,1742,35626,1728,9705,2821,5642,2455,78516,12816
E1468,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9570000,351878,151768,2521,8208,19210,26375,13210,8431,7183,53215,61757
E1469,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8813000,299428,40373,23668,13811,6108,24613,72743,11109,5109,43296,58598
E1470,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8222000,268857,94899,9045,23780,12298,4782,15058,37186,6090,36603,29116
E1471,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8906000,266496,65649,4169,18456,8670,10828,11040,36168,18525,66343,26648
E1472,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9370000,357056,85403,1329,10596,2288,4759,33312,34258,16110,108487,60514
E1473,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8685000,402893,90103,3930,15892,1512,16966,8996,59081,11633,61113,133667
E1474,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9907000,522159,101553,46042,20148,2648,25177,13164,102092,30323,115149,65863
E1475,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8722000,235444,56863,1150,13326,2453,49637,10504,29676,4941,55999,10895
E1476,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8851000,803561,69449,3884,27082,8551,3690,2619,439958,12607,90317,145404
E1477,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8779000,981387,69807,4288,15409,6018,11333,683,723273,24224,71757,54595
E1478,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9265000,625335,91738,26375,20162,2168,28908,10118,23087,287256,86659,48864
E1479,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8190000,273086,72650,2941,18691,3293,5839,10596,18920,58556,50920,30680
E1480,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8519000,332756,128015,10630,15423,4833,12590,8125,46567,9878,46150,50545
E1481,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9051000,386515,114481,14660,10161,6912,12848,115493,7475,30250,48178,26057
E1482,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8896000,396540,64316,2848,17406,3835,22910,20376,1071,13231,54458,196089
E1483,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8733000,471875,77629,29545,19299,3605,5321,6659,168940,7047,44524,109306
E1484,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8665000,342564,60152,23968,33467,12949,31656,10861,20771,8837,68015,71888
E1485,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8826000,402077,45028,4946,15844,9794,86142,5394,10459,17267,83648,123555
E1486,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8670000,302644,81891,41498,15924,6697,4809,15825,28982,47690,47424,11904
E1487,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8866000,373327,131027,5155,18142,9647,19992,34504,30339,10683,80437,33401
E1488,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9238000,422357,121255,4385,19609,1606,27807,8589,42832,22018,79123,95133
E1489,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8763000,233433,71994,5603,5736,18132,5886,5668,42920,3235,51766,22493
E1490,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9429000,509642,59855,587,26954,1241,4004,18670,42982,61617,86649,207083
E1491,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8806000,478470,69224,2499,16671,1776,11477,1145,195743,29065,47940,102930
E1492,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9114000,356878,58478,619,27410,2567,11325,9812,32604,34741,73034,106288
E1493,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9126000,389333,56519,6183,14860,13517,9783,10680,122452,56881,38874,59584
E1494,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8496000,645657,38428,6497,14737,7578,5142,2751,185081,24383,39425,321635
E1495,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9284000,326790,59393,9796,12678,7584,16509,12613,20939,11187,89115,86976
E1496,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9285000,309323,98548,2782,28478,6262,32301,8533,24996,29215,65527,12681
E1497,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8688000,363683,67250,33681,11861,9178,4737,78908,40084,31778,63715,22491
E1498,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9428000,394966,85887,8221,23384,5576,23687,25659,17230,15130,24380,165812
E1499,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8720000,379324,50370,22604,19549,10661,11483,14393,200492,8262,21818,19692
E1500,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9053000,425782,120691,402,11305,2257,8711,4645,6011,140322,45569,85869
E1501,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9040000,706591,40498,19979,20212,23617,13670,24010,103705,102602,48461,309837
E1502,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9020000,291437,82327,2204,23149,3582,6087,9020,21685,19572,92801,31010
E1503,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8797000,251092,39043,8621,20765,671,8193,15908,54732,15213,29978,57968
E1504,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8880000,582290,215129,6618,21528,6213,8488,6608,154351,46735,65311,51309
E1505,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8820000,360939,103460,7706,27454,7602,10502,18648,14325,30523,84369,56350
E1506,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8999000,300569,49943,7650,8553,7728,14787,21392,80710,4232,54621,50953
E1507,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8959000,502637,45095,2228,43899,1735,11905,2112,37943,9900,81454,266366
E1508,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8838000,211227,61205,3090,14901,2341,2639,3036,19791,4039,69198,30987
E1509,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8650000,371625,67892,2898,13580,2916,19637,24766,126459,8403,65892,39182
E1510,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9008000,383927,77583,5111,9174,16182,16489,7811,93712,13580,89441,54844
E1511,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9656000,389673,81088,17611,22422,8745,29122,12871,44542,31037,52708,89527
E1512,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8771000,365032,77762,8184,14040,5661,8415,13473,83346,10100,75344,68707
E1513,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8903000,240653,72195,11979,16273,16133,8670,4035,22455,11640,49619,27654
E1514,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8432000,232565,69040,23009,18448,9253,10426,10598,4538,11929,48891,26433
E1515,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8991000,497554,88052,8148,25761,3048,11410,43286,69279,49356,59501,139713
E1516,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9080000,804215,85093,2512,13402,10599,8426,4161,63828,461978,82136,72080
E1517,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8917000,303443,68139,1622,16395,6204,17783,3063,48014,25134,68970,48119
E1518,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8597000,293207,107970,11502,16585,6211,13972,7564,23083,4479,47055,54786
E1519,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8537000,467982,52922,201876,18973,5350,12850,13641,43287,3098,33926,82059
E1520,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8925000,634876,78297,12953,21770,7856,13491,94086,141064,174120,53869,37370
E1521,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8680000,289034,38068,3385,17430,10982,13743,1836,57698,25798,90910,29184
E1522,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9626000,304722,83264,3772,21463,32635,7975,14073,79327,21439,34118,6656
E1523,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,8743000,440085,181886,10722,14922,7592,3558,18152,122302,2351,45466,33134
E1524,3_第3次産業,2_職員,3_500人以上、官公庁,3_40〜49歳,680.8434364,9120000,408621,69541,5367,29034,3044,38105,4607,46056,18402,95165,99300
