ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低
C4590,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6923544,217391,42972,17055,11855,3247,5060,8584,20060,0,79528,29026,0.5,中・低視聴率層
C4591,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6511778,422058,61185,17998,19163,409,3493,7375,32010,0,125349,155072,6.6,中・低視聴率層
C4592,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6331467,251322,54671,464,12998,20073,3533,2288,43883,0,43626,69780,9.7,中・低視聴率層
C4593,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6128465,237840,114976,1153,30651,11216,13545,19107,16095,0,16429,14665,12.4,中・低視聴率層
C4594,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6797079,380828,51396,2735,13500,4103,5455,29842,6499,0,106165,161130,13.5,中・低視聴率層
C4595,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6699154,504800,75863,4389,24306,2392,22834,21869,6908,0,23886,322349,2.5,中・低視聴率層
C4596,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6016994,258386,74070,836,20475,1779,18338,10900,7222,0,66595,58167,10.3,中・低視聴率層
C4597,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6222576,253006,78257,12801,21389,18119,11538,10386,9429,0,8930,82153,8.5,中・低視聴率層
C4598,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6920910,363195,46179,2136,15559,63021,2757,38207,4496,0,99468,91369,6.8,中・低視聴率層
C4599,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6786279,229100,61322,23299,20104,2820,3377,13181,31975,0,52390,20629,3.4,中・低視聴率層
C4600,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6628558,208185,55965,1392,13344,9113,2315,1238,1275,0,61183,62355,5.6,中・低視聴率層
C4601,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6966908,417701,66283,5804,33734,6279,13446,17938,62342,0,176188,35683,9.9,中・低視聴率層
C4602,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6258007,256147,49804,10532,14001,17974,2565,5909,990,0,92894,61473,1.1,中・低視聴率層
C4603,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6999597,307213,65999,1952,16858,8905,2423,11060,23740,0,71701,104569,9.4,中・低視聴率層
C4604,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6411785,223228,36999,173,15437,4548,5581,3102,7477,0,28398,121509,4.7,中・低視聴率層
C4605,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6707068,293911,42223,19657,7230,9929,6020,20412,98284,0,26418,63734,13.2,中・低視聴率層
C4606,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,7289041,208191,80440,1505,20483,3748,2426,6801,39718,0,4655,48412,11.4,中・低視聴率層
C4607,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,5619138,288824,49668,384,24380,7103,9243,17183,129108,0,14487,37264,5.1,中・低視聴率層
C4608,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6981681,272705,52898,16011,14513,9951,4549,20434,38750,0,92520,23075,8.3,中・低視聴率層
C4609,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,5789920,428110,56083,7211,16905,35683,9981,20101,69074,0,28620,184449,13.4,中・低視聴率層
C4610,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6847790,192354,71642,19959,21508,20508,8463,8606,17297,0,3105,21262,7.9,中・低視聴率層
C4611,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6919294,181232,53514,4200,9950,1894,19349,22009,2495,0,50339,17477,3.2,中・低視聴率層
C4612,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6283836,325922,97529,49630,27400,5393,6224,22947,17706,0,38078,61011,16.4,高視聴率層
C4613,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6658298,675990,62380,221,15241,2972,7012,76439,4734,0,254590,252397,13.4,中・低視聴率層
C4614,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,7252353,517045,86851,812,9109,1205,675,328976,18128,0,7500,63785,1.9,中・低視聴率層
C4615,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,7013405,347451,135163,1873,26152,11838,17790,25090,6104,0,32844,90593,6.8,中・低視聴率層
C4616,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6669118,239329,57440,22791,16461,8509,8712,12882,5329,0,34449,72751,3.1,中・低視聴率層
C4617,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6987280,356389,81183,8376,21424,9068,20101,10213,23751,0,115217,67052,7.1,中・低視聴率層
C4618,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,6544017,364747,70976,1101,20003,3461,4798,1611,22978,0,56656,183162,8.8,中・低視聴率層
C4619,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6027196,234934,36467,20028,13108,5389,1591,3858,4131,0,57771,92587,12.8,中・低視聴率層
C4620,2_2人,1_1人以下,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6483264,267293,80099,5176,22199,18047,1781,52747,28564,0,8459,50218,13.1,中・低視聴率層
C4621,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,1000.913127,7260930,281917,48688,5690,10563,2530,59690,6835,47375,0,40226,60317,12.9,中・低視聴率層
C4622,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6619527,241096,63525,42339,21696,6937,1989,6354,64259,0,9103,24890,12.2,中・低視聴率層
C4623,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,1000.913127,6990268,137222,36133,3069,9536,5948,4341,5974,4314,0,36098,31805,11.6,中・低視聴率層
C4624,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4397573,140314,45546,12325,9862,2583,10799,1049,6939,0,34362,16842,6.7,中・低視聴率層
C4625,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,4357647,167588,48647,25065,9436,1337,10565,7906,27072,0,32938,4616,7.1,中・低視聴率層
C4626,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,4111561,186415,43733,51444,7420,3625,2953,16027,40093,54,8289,12773,15.6,高視聴率層
C4627,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4019301,157395,32093,17629,11096,2184,27759,2820,49825,0,5567,8419,15.8,高視聴率層
C4628,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,3953844,171426,27296,35555,13176,1023,18556,3591,28573,0,41516,2136,7,中・低視聴率層
C4629,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,3838877,194280,39054,27472,15350,4867,15891,5349,23810,5,17874,44605,10.1,中・低視聴率層
C4630,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4056255,188379,62254,35245,7072,6869,5305,2024,18686,28,12540,38352,9.9,中・低視聴率層
C4631,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,3994189,390434,55348,46699,11507,4578,3115,2647,12324,5,28302,225905,5.6,中・低視聴率層
C4632,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,4025250,150160,27495,18303,10904,4104,11714,2972,66781,4,4387,3493,9.7,中・低視聴率層
C4633,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,3643563,171104,50813,47466,8644,5601,4064,5226,35393,5,3860,10028,13.3,中・低視聴率層
C4634,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,3618657,193288,23937,40767,6863,3328,16144,1705,66146,0,6909,27482,8.2,中・低視聴率層
C4635,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,4048429,125812,24306,14981,8904,4926,11531,8792,36233,22,6719,9394,3.9,中・低視聴率層
C4636,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4297975,215243,21666,64549,8061,4325,26667,1804,25604,6,41783,20773,19.5,高視聴率層
C4637,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4254421,136967,32725,26959,8876,3913,9197,5351,26370,2,12996,10572,15.2,高視聴率層
C4638,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,1_30歳未満,1_65歳未満,964.8684211,4077332,139806,60604,17992,13399,5350,9571,3548,16181,0,7264,5891,7.9,中・低視聴率層
C4639,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,4141919,139241,35319,34616,9195,1574,11078,8548,5930,108,24677,8192,13.5,中・低視聴率層
C4640,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,964.8684211,3928103,368485,36041,32860,7881,4650,7297,1539,126888,68,33093,118163,17.9,高視聴率層
C4641,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5258024,355751,57433,69208,12920,3780,5589,4766,29529,253,77440,94830,4.1,中・低視聴率層
C4642,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5350520,270954,52479,127055,10851,2903,7714,7181,53681,143,7092,1850,8.7,中・低視聴率層
C4643,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5582592,308288,36583,48773,9366,1390,14870,8154,23297,58,8252,157538,1.8,中・低視聴率層
C4644,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5476702,278074,36847,55369,7078,722,18990,1739,42588,133,5604,109001,10.6,中・低視聴率層
C4645,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5185448,130275,23559,32262,8607,1109,3152,2859,30165,375,17864,10318,12.1,中・低視聴率層
C4646,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5165337,165178,27956,43110,9400,5248,9270,2585,33647,8,11589,22362,4.8,中・低視聴率層
C4647,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5400425,708038,42918,70406,8657,2245,4358,4999,15150,99,51203,507999,6.4,中・低視聴率層
C4648,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5366778,242201,42733,46424,9680,13134,7020,26318,18166,378,27206,51138,12.8,中・低視聴率層
C4649,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,6515732,156055,42299,50851,11033,1042,4969,1239,9058,46,13986,21528,12.7,中・低視聴率層
C4650,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5310545,564924,42178,122709,28193,2067,7816,9502,119803,2689,133675,96287,7.1,中・低視聴率層
C4651,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5346680,450059,33176,89826,14111,2709,138823,4132,24433,3894,51482,87469,8.2,中・低視聴率層
C4652,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,6199334,260079,36929,94802,8716,5801,2877,16819,12253,932,79723,1221,6.7,中・低視聴率層
C4653,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5813316,265885,51483,132144,12441,4659,6773,14370,22852,57,7613,13486,6.1,中・低視聴率層
C4654,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5407292,332520,44725,78205,11980,4364,11093,4096,35205,494,90072,52281,6.9,中・低視聴率層
C4655,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5394275,209929,57794,52753,6017,5682,9579,1841,33601,7,3583,39068,7.1,中・低視聴率層
C4656,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5207984,354962,50093,49358,13792,1205,3766,38498,23622,7870,55376,111377,14.9,高視聴率層
C4657,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5393696,410996,38703,95205,5327,2593,1951,10879,44793,710,5843,204988,3.8,中・低視聴率層
C4658,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5259262,250163,23046,63175,11084,2673,6454,1852,29019,42,10324,102489,2.3,中・低視聴率層
C4659,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5311020,243891,32660,100013,13818,171,7081,4197,23190,188,29575,32992,2.4,中・低視聴率層
C4660,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5368977,292718,61501,67210,12903,7436,32463,2581,26660,77,21996,59888,8.6,中・低視聴率層
C4661,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5145789,205785,28626,115968,13624,2328,12655,3691,9616,76,7668,11529,17.2,高視聴率層
C4662,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,2_30〜34歳,1_65歳未満,1167.126984,5319207,294692,48600,50006,10932,2408,5007,3242,69063,226,61078,44126,13.4,中・低視聴率層
C4663,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,1167.126984,5985488,257059,50391,49872,13423,3922,8883,3355,15202,125,101966,9916,7.2,中・低視聴率層
C4664,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4965286,311842,56713,82663,29300,1452,12024,12337,98869,601,6779,11099,9.4,中・低視聴率層
C4665,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5241869,328317,18307,124723,12895,6129,4618,3889,27852,348,21176,108376,13.1,中・低視聴率層
C4666,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5257537,275596,40232,54796,10627,8462,91334,1164,15073,81,18695,35128,17.5,高視聴率層
C4667,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5254346,121732,20051,38707,6877,17332,6003,1536,8573,135,18387,4128,2.3,中・低視聴率層
C4668,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5312669,163412,30051,29137,12436,3708,12813,1193,17673,1247,6325,48826,2.3,中・低視聴率層
C4669,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5486392,288336,46141,46864,11914,26482,55048,6339,62693,110,24186,8554,6.6,中・低視聴率層
C4670,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5088160,269373,41775,105145,12092,6955,6258,2154,78655,167,5987,10181,9.4,中・低視聴率層
C4671,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4877099,211705,56230,27660,9693,5906,4157,24034,64692,998,9446,8884,15.6,高視聴率層
C4672,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5146681,158779,32420,38413,6215,7127,7844,14279,9607,62,15233,27576,12.2,中・低視聴率層
C4673,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5207286,215591,55429,33429,12553,1633,1591,10047,36075,444,26955,37431,4.8,中・低視聴率層
C4674,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4973383,199220,56350,46557,9946,772,10439,770,28131,496,14709,31044,15.8,高視聴率層
C4675,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5636611,254325,39620,74142,11966,29670,16990,2106,14424,146,6454,58802,13.4,中・低視聴率層
C4676,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5359624,278640,43682,158988,9047,6028,8684,2225,24220,416,8423,16924,6.6,中・低視聴率層
C4677,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4642531,182777,43853,58269,8722,4397,5245,13885,12441,201,5872,29887,11.2,中・低視聴率層
C4678,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5015126,345818,58077,149046,12026,22845,7821,14454,14542,941,4021,62040,13,中・低視聴率層
C4679,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4824792,213563,55765,53705,27674,2116,8059,7266,12438,1140,32371,13025,5.2,中・低視聴率層
C4680,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5184970,236607,46137,54560,15354,2254,29983,23714,18601,243,14201,31556,12.4,中・低視聴率層
C4681,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5224524,286651,36535,66331,10622,20978,15755,1330,27318,1494,58560,47724,8.7,中・低視聴率層
C4682,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5127914,215002,40957,65022,13514,15357,1594,2751,43160,107,12446,20091,6,中・低視聴率層
C4683,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5170038,217124,48600,49639,8843,2860,12322,880,37141,211,35008,21615,15.5,高視聴率層
C4684,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5675465,228179,23032,75180,10829,5105,16124,3157,61063,24,26520,7141,5.5,中・低視聴率層
C4685,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,4863930,297453,54848,162557,14235,1121,10710,4694,12566,672,12040,24005,15.9,高視聴率層
C4686,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,4522340,186541,58544,38021,14149,2317,2421,1429,8986,310,30032,30328,15.4,高視聴率層
C4687,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,1128.333333,5326778,287707,57863,70029,6755,860,10405,2957,47620,661,9932,80620,9.7,中・低視聴率層
C4688,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,3_35〜39歳,1_65歳未満,1128.333333,5090437,403558,37688,117147,12421,1590,14059,2741,17785,37,107203,92884,6.4,中・低視聴率層
C4689,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,1032.642857,4987532,300265,52013,63789,12572,5834,3059,9173,29262,919,110762,12878,14.1,高視聴率層
C4690,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,1032.642857,5140742,331415,40567,47348,15062,8525,51667,103348,27554,3234,6975,27130,15.6,高視聴率層
C4691,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,4_40〜44歳,1_65歳未満,1032.642857,5288216,227581,31010,49719,13911,5391,5428,6164,53075,59,24128,38691,13.8,中・低視聴率層
C4692,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,4_40〜44歳,1_65歳未満,1032.642857,5419191,227099,55187,67653,16071,7825,4794,7111,25923,230,24715,17585,11.3,中・低視聴率層
C4693,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,1032.642857,5229724,190960,59449,39019,23301,11817,1516,2472,10060,3418,19927,19974,16,高視聴率層
C4694,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,1032.642857,5172056,221511,38865,85420,12810,16913,8548,3361,8708,1285,12519,33077,16.2,高視聴率層
C4695,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,4_40〜44歳,1_65歳未満,1032.642857,5271692,361694,49192,149175,11032,10701,7710,53125,44516,260,5151,30828,4.3,中・低視聴率層
C4696,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,1032.642857,5476313,253500,44025,45823,10517,5619,10764,26684,45552,365,14958,49189,7.6,中・低視聴率層
C4697,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,4_40〜44歳,1_65歳未満,1032.642857,5148183,170861,33841,24551,20743,2056,8311,12799,38529,211,5266,24548,9.6,中・低視聴率層
C4698,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,5_45〜49歳,1_65歳未満,1069.857143,5459221,228351,43580,74487,10400,1055,6025,2717,41594,6256,19371,22863,3.7,中・低視聴率層
C4699,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,1069.857143,5392087,216622,56900,78599,7453,1023,19379,9428,16665,491,9072,17607,9,中・低視聴率層
C4700,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,既婚,子ども無,5_45〜49歳,1_65歳未満,1069.857143,4882333,275034,40081,125137,9583,13907,4375,5622,19690,53,5587,50993,7.9,中・低視聴率層
C4701,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,大企業,未婚,子ども無,5_45〜49歳,1_65歳未満,1069.857143,5182907,326616,58532,46108,10394,22596,8017,22859,22288,42360,32940,60518,8,中・低視聴率層
C4702,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,1069.857143,5677666,499649,67041,162821,11050,2863,31974,5727,61731,159,14559,141719,3,中・低視聴率層
C4703,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども無,5_45〜49歳,1_65歳未満,1069.857143,5105986,170194,45481,48205,14200,1504,3482,5110,28119,939,6451,16698,9.3,中・低視聴率層
C4704,2_2人,1_1人以下,非都市圏,2_借家・借間,1_就業,中小企業,未婚,子ども無,5_45〜49歳,1_65歳未満,1069.857143,5167475,156038,38482,40180,9440,4242,1045,4158,14473,1859,21797,20357,1.9,中・低視聴率層
C4705,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,1069.857143,5216087,315496,45956,64085,9980,5397,2535,17310,19063,5292,86750,59123,5.6,中・低視聴率層
